AverageTemperature,AverageTemperatureUncertainty,City,Year,Month,Day
20.19,0.705,Aguascalientes,1910,8,1
19.194,0.884,Aguascalientes,1910,9,1
17.633,0.768,Aguascalientes,1910,10,1
16.007,0.696,Aguascalientes,1910,11,1
13.324,1.079,Aguascalientes,1910,12,1
14.591,1.264,Aguascalientes,1911,1,1
15.616,0.958,Aguascalientes,1911,2,1
17.504,0.642,Aguascalientes,1911,3,1
19.442,0.664,Aguascalientes,1911,4,1
20.397,0.684,Aguascalientes,1911,5,1
22.192,0.471,Aguascalientes,1911,6,1
20.101,0.5,Aguascalientes,1911,7,1
20.439,0.478,Aguascalientes,1911,8,1
20.367,0.482,Aguascalientes,1911,9,1
18.579,0.798,Aguascalientes,1911,10,1
16.276,1.542,Aguascalientes,1911,11,1
13.49,1.087,Aguascalientes,1911,12,1
13.139,0.94,Aguascalientes,1912,1,1
13.169,0.855,Aguascalientes,1912,2,1
16.912,1.821,Aguascalientes,1912,3,1
19.804,0.556,Aguascalientes,1912,4,1
22.108,0.532,Aguascalientes,1912,5,1
20.758,0.653,Aguascalientes,1912,6,1
20.217,0.536,Aguascalientes,1912,7,1
20.118,0.489,Aguascalientes,1912,8,1
19.445,0.564,Aguascalientes,1912,9,1
17.986,0.755,Aguascalientes,1912,10,1
14.311,0.705,Aguascalientes,1912,11,1
13.317,1.438,Aguascalientes,1912,12,1
12.976,1.037,Aguascalientes,1913,1,1
14.073,1.104,Aguascalientes,1913,2,1
16.131,0.87,Aguascalientes,1913,3,1
18.39,0.814,Aguascalientes,1913,4,1
21.049,0.786,Aguascalientes,1913,5,1
20.565,0.657,Aguascalientes,1913,6,1
19.986,0.572,Aguascalientes,1913,7,1
20.013,0.492,Aguascalientes,1913,8,1
19.073,0.657,Aguascalientes,1913,9,1
17.651,0.559,Aguascalientes,1913,10,1
16.298,0.742,Aguascalientes,1913,11,1
13.609,0.623,Aguascalientes,1913,12,1
14.151,1.172,Aguascalientes,1914,1,1
14.703,0.885,Aguascalientes,1914,2,1
15.876,0.597,Aguascalientes,1914,3,1
18.541,0.789,Aguascalientes,1914,4,1
20.992,0.841,Aguascalientes,1914,5,1
21.1,0.607,Aguascalientes,1914,6,1
20.298,0.621,Aguascalientes,1914,7,1
20.08,0.797,Aguascalientes,1914,8,1
19.385,0.599,Aguascalientes,1914,9,1
18.379,0.612,Aguascalientes,1914,10,1
15.91,0.634,Aguascalientes,1914,11,1
13.166,1.677,Aguascalientes,1914,12,1
12.545,0.877,Aguascalientes,1915,1,1
14.802,0.891,Aguascalientes,1915,2,1
14.453,1.321,Aguascalientes,1915,3,1
18.959,0.781,Aguascalientes,1915,4,1
22.182,1.099,Aguascalientes,1915,5,1
22.991,0.707,Aguascalientes,1915,6,1
20.89,0.854,Aguascalientes,1915,7,1
20.167,0.73,Aguascalientes,1915,8,1
19.344,0.668,Aguascalientes,1915,9,1
17.984,0.926,Aguascalientes,1915,10,1
16.242,0.734,Aguascalientes,1915,11,1
14.022,1.071,Aguascalientes,1915,12,1
14.909,1.489,Aguascalientes,1916,1,1
15.549,1.291,Aguascalientes,1916,2,1
17.997,1.477,Aguascalientes,1916,3,1
19.191,0.915,Aguascalientes,1916,4,1
22.126,0.698,Aguascalientes,1916,5,1
23.14,0.765,Aguascalientes,1916,6,1
20.106,0.737,Aguascalientes,1916,7,1
19.058,0.706,Aguascalientes,1916,8,1
18.836,0.694,Aguascalientes,1916,9,1
17.775,0.648,Aguascalientes,1916,10,1
15.029,0.772,Aguascalientes,1916,11,1
13.822,1.102,Aguascalientes,1916,12,1
14.042,1.011,Aguascalientes,1917,1,1
15.284,1.225,Aguascalientes,1917,2,1
16.788,0.807,Aguascalientes,1917,3,1
19.098,0.71,Aguascalientes,1917,4,1
21.296,0.661,Aguascalientes,1917,5,1
22.191,0.854,Aguascalientes,1917,6,1
20.797,0.703,Aguascalientes,1917,7,1
20.348,0.751,Aguascalientes,1917,8,1
19.568,0.572,Aguascalientes,1917,9,1
17.843,0.612,Aguascalientes,1917,10,1
15.571,0.94,Aguascalientes,1917,11,1
13.996,0.76,Aguascalientes,1917,12,1
12.752,1.091,Aguascalientes,1918,1,1
15.414,0.93,Aguascalientes,1918,2,1
17.172,0.931,Aguascalientes,1918,3,1
19.653,0.698,Aguascalientes,1918,4,1
21.559,1.026,Aguascalientes,1918,5,1
21.971,0.697,Aguascalientes,1918,6,1
20.745,0.642,Aguascalientes,1918,7,1
19.746,0.799,Aguascalientes,1918,8,1
19.3,0.636,Aguascalientes,1918,9,1
18.814,0.667,Aguascalientes,1918,10,1
15.553,0.751,Aguascalientes,1918,11,1
13.609,0.76,Aguascalientes,1918,12,1
11.958,0.794,Aguascalientes,1919,1,1
14.388,0.826,Aguascalientes,1919,2,1
16.207,0.83,Aguascalientes,1919,3,1
19.294,0.975,Aguascalientes,1919,4,1
22.188,0.651,Aguascalientes,1919,5,1
21.893,0.663,Aguascalientes,1919,6,1
19.875,0.663,Aguascalientes,1919,7,1
20.628,0.733,Aguascalientes,1919,8,1
19.638,0.687,Aguascalientes,1919,9,1
18.946,0.841,Aguascalientes,1919,10,1
15.924,0.804,Aguascalientes,1919,11,1
13.964,0.806,Aguascalientes,1919,12,1
12.999,0.845,Aguascalientes,1920,1,1
15.889,0.896,Aguascalientes,1920,2,1
16.951,0.742,Aguascalientes,1920,3,1
19.68,0.924,Aguascalientes,1920,4,1
21.519,0.761,Aguascalientes,1920,5,1
21.083,0.795,Aguascalientes,1920,6,1
21.086,0.602,Aguascalientes,1920,7,1
19.979,0.603,Aguascalientes,1920,8,1
20.263,0.616,Aguascalientes,1920,9,1
18.136,0.638,Aguascalientes,1920,10,1
15.722,0.846,Aguascalientes,1920,11,1
13.731,0.933,Aguascalientes,1920,12,1
13.811,0.526,Aguascalientes,1921,1,1
14.116,0.568,Aguascalientes,1921,2,1
17.591,0.753,Aguascalientes,1921,3,1
19.807,1.465,Aguascalientes,1921,4,1
21.783,1.189,Aguascalientes,1921,5,1
22.945,0.955,Aguascalientes,1921,6,1
20.469,0.65,Aguascalientes,1921,7,1
20.63,1.05,Aguascalientes,1921,8,1
20.234,0.561,Aguascalientes,1921,9,1
18.458,0.736,Aguascalientes,1921,10,1
16.169,0.821,Aguascalientes,1921,11,1
14.664,0.894,Aguascalientes,1921,12,1
13.773,0.717,Aguascalientes,1922,1,1
16.581,0.673,Aguascalientes,1922,2,1
17.356,0.724,Aguascalientes,1922,3,1
20.161,0.811,Aguascalientes,1922,4,1
22.846,0.784,Aguascalientes,1922,5,1
21.673,0.238,Aguascalientes,1922,6,1
20.787,0.316,Aguascalientes,1922,7,1
20.665,0.438,Aguascalientes,1922,8,1
19.501,0.499,Aguascalientes,1922,9,1
17.895,0.379,Aguascalientes,1922,10,1
16.364,0.826,Aguascalientes,1922,11,1
14.334,0.901,Aguascalientes,1922,12,1
14.805,0.693,Aguascalientes,1923,1,1
15.124,0.628,Aguascalientes,1923,2,1
16.261,0.978,Aguascalientes,1923,3,1
19.67,0.871,Aguascalientes,1923,4,1
22.437,0.804,Aguascalientes,1923,5,1
22.091,0.805,Aguascalientes,1923,6,1
20.398,0.5,Aguascalientes,1923,7,1
20.288,0.511,Aguascalientes,1923,8,1
19.934,0.364,Aguascalientes,1923,9,1
17.297,0.232,Aguascalientes,1923,10,1
15.543,0.375,Aguascalientes,1923,11,1
13.981,0.396,Aguascalientes,1923,12,1
13.234,0.687,Aguascalientes,1924,1,1
14.127,0.691,Aguascalientes,1924,2,1
16.489,0.956,Aguascalientes,1924,3,1
19.566,0.707,Aguascalientes,1924,4,1
21.472,0.504,Aguascalientes,1924,5,1
21.729,0.349,Aguascalientes,1924,6,1
20.94,0.623,Aguascalientes,1924,7,1
21.047,0.77,Aguascalientes,1924,8,1
19.415,0.822,Aguascalientes,1924,9,1
18.037,0.46,Aguascalientes,1924,10,1
16.149,0.452,Aguascalientes,1924,11,1
13.691,1.017,Aguascalientes,1924,12,1
13.478,0.842,Aguascalientes,1925,1,1
15.818,0.859,Aguascalientes,1925,2,1
17.696,0.403,Aguascalientes,1925,3,1
20.65,0.875,Aguascalientes,1925,4,1
21.864,0.37,Aguascalientes,1925,5,1
21.664,0.515,Aguascalientes,1925,6,1
20.88,0.527,Aguascalientes,1925,7,1
20.34,0.486,Aguascalientes,1925,8,1
19.686,0.254,Aguascalientes,1925,9,1
18.564,0.24,Aguascalientes,1925,10,1
16.011,0.652,Aguascalientes,1925,11,1
11.579,0.656,Aguascalientes,1925,12,1
12.128,0.454,Aguascalientes,1926,1,1
15.15,0.442,Aguascalientes,1926,2,1
17.264,0.432,Aguascalientes,1926,3,1
18.886,0.618,Aguascalientes,1926,4,1
21.013,1.049,Aguascalientes,1926,5,1
22.085,1.04,Aguascalientes,1926,6,1
20.816,0.572,Aguascalientes,1926,7,1
20.478,0.516,Aguascalientes,1926,8,1
20.15,0.464,Aguascalientes,1926,9,1
19.225,0.59,Aguascalientes,1926,10,1
15.458,0.576,Aguascalientes,1926,11,1
14.435,0.488,Aguascalientes,1926,12,1
13.576,0.668,Aguascalientes,1927,1,1
14.971,0.439,Aguascalientes,1927,2,1
17.526,0.402,Aguascalientes,1927,3,1
19.835,0.891,Aguascalientes,1927,4,1
23.229,0.787,Aguascalientes,1927,5,1
21.543,0.424,Aguascalientes,1927,6,1
20.551,0.36,Aguascalientes,1927,7,1
20.462,0.392,Aguascalientes,1927,8,1
19.582,0.298,Aguascalientes,1927,9,1
18.09,0.505,Aguascalientes,1927,10,1
16.054,0.553,Aguascalientes,1927,11,1
13.583,0.398,Aguascalientes,1927,12,1
13.254,0.527,Aguascalientes,1928,1,1
15.166,0.648,Aguascalientes,1928,2,1
17.41,0.599,Aguascalientes,1928,3,1
19.18,0.785,Aguascalientes,1928,4,1
22.049,0.497,Aguascalientes,1928,5,1
23.333,0.22,Aguascalientes,1928,6,1
20.787,0.198,Aguascalientes,1928,7,1
20.297,0.303,Aguascalientes,1928,8,1
19.446,0.208,Aguascalientes,1928,9,1
19.281,0.39,Aguascalientes,1928,10,1
15.691,0.315,Aguascalientes,1928,11,1
13.669,0.557,Aguascalientes,1928,12,1
13.606,0.447,Aguascalientes,1929,1,1
14.969,0.385,Aguascalientes,1929,2,1
16.393,0.386,Aguascalientes,1929,3,1
20.626,0.657,Aguascalientes,1929,4,1
22.202,0.741,Aguascalientes,1929,5,1
22.956,0.48,Aguascalientes,1929,6,1
20.316,0.294,Aguascalientes,1929,7,1
19.845,0.439,Aguascalientes,1929,8,1
20.105,0.248,Aguascalientes,1929,9,1
17.627,0.583,Aguascalientes,1929,10,1
15.473,0.728,Aguascalientes,1929,11,1
13.7,0.727,Aguascalientes,1929,12,1
13.458,0.442,Aguascalientes,1930,1,1
14.899,0.443,Aguascalientes,1930,2,1
17.231,0.276,Aguascalientes,1930,3,1
19.661,0.359,Aguascalientes,1930,4,1
22.692,0.413,Aguascalientes,1930,5,1
21.857,0.366,Aguascalientes,1930,6,1
20.602,0.401,Aguascalientes,1930,7,1
20.618,0.297,Aguascalientes,1930,8,1
21.044,0.358,Aguascalientes,1930,9,1
18.668,0.67,Aguascalientes,1930,10,1
15.087,0.47,Aguascalientes,1930,11,1
13.714,0.642,Aguascalientes,1930,12,1
11.796,1.0,Aguascalientes,1931,1,1
13.771,0.923,Aguascalientes,1931,2,1
15.832,0.891,Aguascalientes,1931,3,1
18.705,1.12,Aguascalientes,1931,4,1
21.483,0.95,Aguascalientes,1931,5,1
22.314,0.427,Aguascalientes,1931,6,1
20.838,0.412,Aguascalientes,1931,7,1
19.97,0.33,Aguascalientes,1931,8,1
20.011,0.231,Aguascalientes,1931,9,1
19.578,0.389,Aguascalientes,1931,10,1
16.503,0.282,Aguascalientes,1931,11,1
13.856,0.422,Aguascalientes,1931,12,1
13.705,0.586,Aguascalientes,1932,1,1
16.076,0.425,Aguascalientes,1932,2,1
15.874,0.61,Aguascalientes,1932,3,1
19.905,0.676,Aguascalientes,1932,4,1
22.864,0.531,Aguascalientes,1932,5,1
23.888,0.515,Aguascalientes,1932,6,1
21.066,0.391,Aguascalientes,1932,7,1
21.063,0.368,Aguascalientes,1932,8,1
19.639,0.155,Aguascalientes,1932,9,1
18.427,0.249,Aguascalientes,1932,10,1
14.533,0.482,Aguascalientes,1932,11,1
13.73,0.287,Aguascalientes,1932,12,1
13.821,0.283,Aguascalientes,1933,1,1
15.177,0.475,Aguascalientes,1933,2,1
17.777,0.316,Aguascalientes,1933,3,1
20.42,0.683,Aguascalientes,1933,4,1
23.237,0.399,Aguascalientes,1933,5,1
22.341,0.324,Aguascalientes,1933,6,1
21.19,0.275,Aguascalientes,1933,7,1
20.247,0.328,Aguascalientes,1933,8,1
19.868,0.252,Aguascalientes,1933,9,1
18.123,0.5,Aguascalientes,1933,10,1
15.505,0.591,Aguascalientes,1933,11,1
14.029,0.512,Aguascalientes,1933,12,1
12.978,0.394,Aguascalientes,1934,1,1
15.029,0.576,Aguascalientes,1934,2,1
15.75,0.708,Aguascalientes,1934,3,1
19.084,0.617,Aguascalientes,1934,4,1
20.736,0.844,Aguascalientes,1934,5,1
22.725,0.16,Aguascalientes,1934,6,1
20.468,0.483,Aguascalientes,1934,7,1
20.089,0.361,Aguascalientes,1934,8,1
20.028,0.21,Aguascalientes,1934,9,1
18.257,0.371,Aguascalientes,1934,10,1
15.954,0.544,Aguascalientes,1934,11,1
15.013,0.439,Aguascalientes,1934,12,1
13.372,0.952,Aguascalientes,1935,1,1
12.42,1.145,Aguascalientes,1935,2,1
17.066,0.644,Aguascalientes,1935,3,1
19.76,0.308,Aguascalientes,1935,4,1
21.981,0.335,Aguascalientes,1935,5,1
21.137,0.504,Aguascalientes,1935,6,1
20.221,0.331,Aguascalientes,1935,7,1
19.919,0.187,Aguascalientes,1935,8,1
19.263,0.297,Aguascalientes,1935,9,1
18.248,0.565,Aguascalientes,1935,10,1
16.214,1.097,Aguascalientes,1935,11,1
13.573,0.342,Aguascalientes,1935,12,1
14.278,0.599,Aguascalientes,1936,1,1
15.206,1.036,Aguascalientes,1936,2,1
17.324,0.962,Aguascalientes,1936,3,1
18.834,1.135,Aguascalientes,1936,4,1
21.656,0.483,Aguascalientes,1936,5,1
23.015,0.405,Aguascalientes,1936,6,1
20.934,0.593,Aguascalientes,1936,7,1
20.319,0.474,Aguascalientes,1936,8,1
19.685,0.299,Aguascalientes,1936,9,1
18.422,0.45,Aguascalientes,1936,10,1
16.627,0.811,Aguascalientes,1936,11,1
14.61,0.363,Aguascalientes,1936,12,1
15.771,0.531,Aguascalientes,1937,1,1
16.418,0.573,Aguascalientes,1937,2,1
17.604,0.436,Aguascalientes,1937,3,1
20.073,0.414,Aguascalientes,1937,4,1
22.363,0.228,Aguascalientes,1937,5,1
22.789,0.317,Aguascalientes,1937,6,1
20.931,0.452,Aguascalientes,1937,7,1
21.036,0.545,Aguascalientes,1937,8,1
20.095,0.387,Aguascalientes,1937,9,1
18.613,0.382,Aguascalientes,1937,10,1
16.328,0.411,Aguascalientes,1937,11,1
14.074,0.443,Aguascalientes,1937,12,1
13.599,0.605,Aguascalientes,1938,1,1
15.778,0.505,Aguascalientes,1938,2,1
18.092,0.43,Aguascalientes,1938,3,1
19.248,0.493,Aguascalientes,1938,4,1
21.978,0.44,Aguascalientes,1938,5,1
21.7,0.369,Aguascalientes,1938,6,1
20.403,0.361,Aguascalientes,1938,7,1
20.629,0.435,Aguascalientes,1938,8,1
19.576,0.273,Aguascalientes,1938,9,1
18.136,0.262,Aguascalientes,1938,10,1
16.338,0.361,Aguascalientes,1938,11,1
13.846,0.425,Aguascalientes,1938,12,1
13.697,0.304,Aguascalientes,1939,1,1
14.953,0.485,Aguascalientes,1939,2,1
17.879,0.642,Aguascalientes,1939,3,1
19.472,0.846,Aguascalientes,1939,4,1
21.801,0.953,Aguascalientes,1939,5,1
21.539,1.038,Aguascalientes,1939,6,1
20.785,0.347,Aguascalientes,1939,7,1
20.292,0.238,Aguascalientes,1939,8,1
19.318,0.342,Aguascalientes,1939,9,1
18.398,0.264,Aguascalientes,1939,10,1
15.331,0.389,Aguascalientes,1939,11,1
14.186,0.536,Aguascalientes,1939,12,1
12.801,0.329,Aguascalientes,1940,1,1
14.45,0.664,Aguascalientes,1940,2,1
16.839,0.52,Aguascalientes,1940,3,1
19.739,0.341,Aguascalientes,1940,4,1
22.712,0.285,Aguascalientes,1940,5,1
22.612,0.384,Aguascalientes,1940,6,1
21.246,0.218,Aguascalientes,1940,7,1
20.896,0.19,Aguascalientes,1940,8,1
19.836,0.452,Aguascalientes,1940,9,1
19.131,0.381,Aguascalientes,1940,10,1
16.492,0.421,Aguascalientes,1940,11,1
14.014,0.535,Aguascalientes,1940,12,1
13.214,0.576,Aguascalientes,1941,1,1
15.298,0.605,Aguascalientes,1941,2,1
16.98,0.614,Aguascalientes,1941,3,1
19.977,0.508,Aguascalientes,1941,4,1
21.906,0.538,Aguascalientes,1941,5,1
22.386,0.182,Aguascalientes,1941,6,1
21.064,0.247,Aguascalientes,1941,7,1
20.594,0.271,Aguascalientes,1941,8,1
20.402,0.28,Aguascalientes,1941,9,1
19.425,0.219,Aguascalientes,1941,10,1
17.107,0.479,Aguascalientes,1941,11,1
14.801,0.256,Aguascalientes,1941,12,1
14.211,0.512,Aguascalientes,1942,1,1
15.875,0.377,Aguascalientes,1942,2,1
17.39,0.295,Aguascalientes,1942,3,1
19.614,0.36,Aguascalientes,1942,4,1
23.253,0.19,Aguascalientes,1942,5,1
22.432,0.396,Aguascalientes,1942,6,1
21.126,0.5,Aguascalientes,1942,7,1
20.568,0.62,Aguascalientes,1942,8,1
19.515,0.235,Aguascalientes,1942,9,1
18.53,0.182,Aguascalientes,1942,10,1
16.182,0.262,Aguascalientes,1942,11,1
13.756,0.404,Aguascalientes,1942,12,1
13.352,0.402,Aguascalientes,1943,1,1
15.416,0.415,Aguascalientes,1943,2,1
17.451,0.287,Aguascalientes,1943,3,1
19.922,0.449,Aguascalientes,1943,4,1
22.816,0.377,Aguascalientes,1943,5,1
21.21,0.493,Aguascalientes,1943,6,1
21.081,0.522,Aguascalientes,1943,7,1
20.899,0.19,Aguascalientes,1943,8,1
20.252,0.363,Aguascalientes,1943,9,1
17.749,0.313,Aguascalientes,1943,10,1
14.622,0.421,Aguascalientes,1943,11,1
13.971,0.328,Aguascalientes,1943,12,1
12.166,0.851,Aguascalientes,1944,1,1
15.929,0.308,Aguascalientes,1944,2,1
15.939,0.224,Aguascalientes,1944,3,1
19.136,0.457,Aguascalientes,1944,4,1
21.65,0.257,Aguascalientes,1944,5,1
22.902,0.565,Aguascalientes,1944,6,1
21.592,0.416,Aguascalientes,1944,7,1
20.456,0.614,Aguascalientes,1944,8,1
19.695,0.4,Aguascalientes,1944,9,1
17.064,0.666,Aguascalientes,1944,10,1
16.202,0.234,Aguascalientes,1944,11,1
13.411,0.438,Aguascalientes,1944,12,1
14.746,0.225,Aguascalientes,1945,1,1
15.985,0.312,Aguascalientes,1945,2,1
18.246,0.288,Aguascalientes,1945,3,1
19.882,0.354,Aguascalientes,1945,4,1
22.39,0.342,Aguascalientes,1945,5,1
23.909,0.255,Aguascalientes,1945,6,1
21.403,0.725,Aguascalientes,1945,7,1
21.13,0.507,Aguascalientes,1945,8,1
20.524,0.919,Aguascalientes,1945,9,1
18.69,0.7,Aguascalientes,1945,10,1
17.015,0.641,Aguascalientes,1945,11,1
14.744,0.344,Aguascalientes,1945,12,1
13.663,0.14,Aguascalientes,1946,1,1
15.711,0.282,Aguascalientes,1946,2,1
18.204,0.531,Aguascalientes,1946,3,1
20.765,0.471,Aguascalientes,1946,4,1
22.895,0.308,Aguascalientes,1946,5,1
22.333,0.252,Aguascalientes,1946,6,1
21.159,0.38,Aguascalientes,1946,7,1
20.827,0.356,Aguascalientes,1946,8,1
21.037,0.456,Aguascalientes,1946,9,1
19.312,0.575,Aguascalientes,1946,10,1
16.13,0.383,Aguascalientes,1946,11,1
14.321,0.369,Aguascalientes,1946,12,1
13.841,0.637,Aguascalientes,1947,1,1
15.244,0.638,Aguascalientes,1947,2,1
17.39,0.319,Aguascalientes,1947,3,1
19.612,0.174,Aguascalientes,1947,4,1
21.894,0.226,Aguascalientes,1947,5,1
22.494,0.702,Aguascalientes,1947,6,1
22.278,0.653,Aguascalientes,1947,7,1
20.419,0.417,Aguascalientes,1947,8,1
20.006,0.726,Aguascalientes,1947,9,1
19.576,0.356,Aguascalientes,1947,10,1
15.808,0.329,Aguascalientes,1947,11,1
13.93,0.447,Aguascalientes,1947,12,1
12.904,0.5,Aguascalientes,1948,1,1
16.611,0.453,Aguascalientes,1948,2,1
17.966,0.268,Aguascalientes,1948,3,1
20.932,0.438,Aguascalientes,1948,4,1
22.614,0.179,Aguascalientes,1948,5,1
22.683,0.189,Aguascalientes,1948,6,1
20.966,0.316,Aguascalientes,1948,7,1
21.42,0.569,Aguascalientes,1948,8,1
19.84,0.138,Aguascalientes,1948,9,1
18.106,0.441,Aguascalientes,1948,10,1
16.526,0.21,Aguascalientes,1948,11,1
15.986,0.406,Aguascalientes,1948,12,1
14.815,0.278,Aguascalientes,1949,1,1
16.223,0.411,Aguascalientes,1949,2,1
18.227,0.512,Aguascalientes,1949,3,1
19.19,0.23,Aguascalientes,1949,4,1
22.747,0.24,Aguascalientes,1949,5,1
22.541,0.181,Aguascalientes,1949,6,1
21.147,0.207,Aguascalientes,1949,7,1
20.769,0.149,Aguascalientes,1949,8,1
20.677,0.294,Aguascalientes,1949,9,1
19.318,0.381,Aguascalientes,1949,10,1
14.299,0.499,Aguascalientes,1949,11,1
14.648,0.659,Aguascalientes,1949,12,1
15.121,0.61,Aguascalientes,1950,1,1
15.686,0.698,Aguascalientes,1950,2,1
17.819,0.412,Aguascalientes,1950,3,1
20.625,0.351,Aguascalientes,1950,4,1
23.244,0.556,Aguascalientes,1950,5,1
22.424,0.59,Aguascalientes,1950,6,1
20.409,0.36,Aguascalientes,1950,7,1
20.846,0.65,Aguascalientes,1950,8,1
20.438,0.577,Aguascalientes,1950,9,1
18.354,0.324,Aguascalientes,1950,10,1
15.973,0.538,Aguascalientes,1950,11,1
13.126,0.414,Aguascalientes,1950,12,1
13.408,0.369,Aguascalientes,1951,1,1
15.398,0.29,Aguascalientes,1951,2,1
16.884,0.208,Aguascalientes,1951,3,1
20.175,0.242,Aguascalientes,1951,4,1
21.926,0.373,Aguascalientes,1951,5,1
23.527,0.365,Aguascalientes,1951,6,1
21.494,0.316,Aguascalientes,1951,7,1
21.414,0.34,Aguascalientes,1951,8,1
20.441,0.467,Aguascalientes,1951,9,1
18.531,0.278,Aguascalientes,1951,10,1
17.344,0.471,Aguascalientes,1951,11,1
15.691,0.223,Aguascalientes,1951,12,1
15.673,0.367,Aguascalientes,1952,1,1
14.936,0.392,Aguascalientes,1952,2,1
17.909,0.234,Aguascalientes,1952,3,1
19.51,0.168,Aguascalientes,1952,4,1
22.05,0.426,Aguascalientes,1952,5,1
22.106,0.478,Aguascalientes,1952,6,1
21.381,0.722,Aguascalientes,1952,7,1
21.295,0.688,Aguascalientes,1952,8,1
20.539,0.633,Aguascalientes,1952,9,1
16.603,0.433,Aguascalientes,1952,10,1
16.635,0.603,Aguascalientes,1952,11,1
13.949,0.542,Aguascalientes,1952,12,1
13.332,0.563,Aguascalientes,1953,1,1
16.12,0.241,Aguascalientes,1953,2,1
19.134,0.331,Aguascalientes,1953,3,1
19.962,0.323,Aguascalientes,1953,4,1
22.769,0.241,Aguascalientes,1953,5,1
23.597,0.213,Aguascalientes,1953,6,1
22.0,0.559,Aguascalientes,1953,7,1
21.368,0.305,Aguascalientes,1953,8,1
19.406,0.46,Aguascalientes,1953,9,1
19.024,0.247,Aguascalientes,1953,10,1
14.748,0.251,Aguascalientes,1953,11,1
12.623,0.369,Aguascalientes,1953,12,1
15.046,0.261,Aguascalientes,1954,1,1
16.151,0.3,Aguascalientes,1954,2,1
18.611,0.691,Aguascalientes,1954,3,1
21.145,0.251,Aguascalientes,1954,4,1
22.527,0.231,Aguascalientes,1954,5,1
22.973,0.18,Aguascalientes,1954,6,1
20.719,0.308,Aguascalientes,1954,7,1
20.85,0.28,Aguascalientes,1954,8,1
20.485,0.358,Aguascalientes,1954,9,1
18.391,0.358,Aguascalientes,1954,10,1
15.398,0.304,Aguascalientes,1954,11,1
13.896,0.431,Aguascalientes,1954,12,1
12.958,0.265,Aguascalientes,1955,1,1
14.552,0.298,Aguascalientes,1955,2,1
18.677,0.278,Aguascalientes,1955,3,1
20.471,0.53,Aguascalientes,1955,4,1
22.816,0.323,Aguascalientes,1955,5,1
23.153,0.493,Aguascalientes,1955,6,1
20.559,0.355,Aguascalientes,1955,7,1
20.224,0.223,Aguascalientes,1955,8,1
19.748,0.351,Aguascalientes,1955,9,1
17.455,0.337,Aguascalientes,1955,10,1
16.351,0.358,Aguascalientes,1955,11,1
13.096,0.536,Aguascalientes,1955,12,1
12.164,0.556,Aguascalientes,1956,1,1
15.377,0.463,Aguascalientes,1956,2,1
18.229,0.511,Aguascalientes,1956,3,1
20.39,0.607,Aguascalientes,1956,4,1
22.159,0.36,Aguascalientes,1956,5,1
21.763,0.387,Aguascalientes,1956,6,1
20.05,0.42,Aguascalientes,1956,7,1
20.357,0.394,Aguascalientes,1956,8,1
19.604,0.573,Aguascalientes,1956,9,1
18.63,0.417,Aguascalientes,1956,10,1
16.126,0.48,Aguascalientes,1956,11,1
14.103,0.378,Aguascalientes,1956,12,1
15.091,0.213,Aguascalientes,1957,1,1
16.371,0.272,Aguascalientes,1957,2,1
15.728,0.421,Aguascalientes,1957,3,1
19.216,0.502,Aguascalientes,1957,4,1
21.13,0.098,Aguascalientes,1957,5,1
23.267,0.37,Aguascalientes,1957,6,1
22.102,0.331,Aguascalientes,1957,7,1
21.668,0.62,Aguascalientes,1957,8,1
20.763,0.57,Aguascalientes,1957,9,1
18.35,0.62,Aguascalientes,1957,10,1
16.958,0.716,Aguascalientes,1957,11,1
14.617,0.715,Aguascalientes,1957,12,1
11.38,0.605,Aguascalientes,1958,1,1
13.687,0.579,Aguascalientes,1958,2,1
16.633,0.516,Aguascalientes,1958,3,1
20.453,0.366,Aguascalientes,1958,4,1
22.138,0.454,Aguascalientes,1958,5,1
22.496,0.482,Aguascalientes,1958,6,1
20.98,0.47,Aguascalientes,1958,7,1
20.903,0.292,Aguascalientes,1958,8,1
20.589,0.285,Aguascalientes,1958,9,1
19.177,0.538,Aguascalientes,1958,10,1
16.639,0.439,Aguascalientes,1958,11,1
13.971,0.424,Aguascalientes,1958,12,1
13.314,0.335,Aguascalientes,1959,1,1
16.178,0.404,Aguascalientes,1959,2,1
17.036,0.504,Aguascalientes,1959,3,1
18.958,0.607,Aguascalientes,1959,4,1
21.288,0.307,Aguascalientes,1959,5,1
21.67,0.216,Aguascalientes,1959,6,1
20.411,0.266,Aguascalientes,1959,7,1
20.44,0.328,Aguascalientes,1959,8,1
20.356,0.437,Aguascalientes,1959,9,1
18.562,0.583,Aguascalientes,1959,10,1
15.762,0.346,Aguascalientes,1959,11,1
13.729,0.314,Aguascalientes,1959,12,1
14.388,0.466,Aguascalientes,1960,1,1
12.537,0.435,Aguascalientes,1960,2,1
17.115,0.304,Aguascalientes,1960,3,1
18.805,0.443,Aguascalientes,1960,4,1
22.048,0.335,Aguascalientes,1960,5,1
23.81,0.838,Aguascalientes,1960,6,1
21.523,0.267,Aguascalientes,1960,7,1
21.031,0.416,Aguascalientes,1960,8,1
19.457,0.387,Aguascalientes,1960,9,1
19.463,0.192,Aguascalientes,1960,10,1
17.404,0.461,Aguascalientes,1960,11,1
14.03,0.3,Aguascalientes,1960,12,1
13.553,0.299,Aguascalientes,1961,1,1
13.946,0.337,Aguascalientes,1961,2,1
